age,gender,daily_social_media_time,social_platform_preference,stress_level,sleep_hours,days_feeling_burnout_per_month
42,Female,4.0,TikTok,6.0,8.47,30
40,Male,1.48,TikTok,10.0,6.35,17
29,Male,3.77,Instagram,7.0,4.7,19
51,Female,3.95,Instagram,3.0,6.5,27
53,Female,5.09,TikTok,10.0,7.74,27
54,Female,1.16,Telegram,3.0,5.56,21
20,Female,1.33,TikTok,4.0,8.12,15
26,Male,4.73,Telegram,3.0,6.83,12
35,Male,0.0,Twitter,1.0,4.75,17
60,Male,4.24,Facebook,8.0,6.79,25
31,Male,2.0,Twitter,5.0,6.5,2
21,Male,5.99,Telegram,6.0,6.4,7
46,Female,3.03,Instagram,4.0,7.29,31
58,Female,7.86,Facebook,1.0,7.95,10
62,Male,5.98,TikTok,2.0,6.5,4
32,Male,5.92,TikTok,7.0,9.51,12
45,Male,8.3,Facebook,4.0,6.5,24
59,Male,3.29,TikTok,7.0,10.0,18
29,Female,6.16,Facebook,7.0,3.99,25
22,Female,3.03,Telegram,7.0,5.18,1
51,Male,1.49,Twitter,10.0,5.75,2
59,Male,1.79,Telegram,10.0,3.0,20
18,Male,2.38,Instagram,8.0,6.34,30
56,Female,2.92,Twitter,8.0,6.5,6
49,Female,1.7,Twitter,8.0,6.32,8
43,Male,0.0,Instagram,6.0,7.75,19
34,Male,5.52,TikTok,7.0,3.99,3
65,Male,7.59,Instagram,3.0,7.24,19
44,Male,0.12,Telegram,7.0,6.57,30
41,Female,0.56,Facebook,9.0,9.67,0
52,Female,1.68,Facebook,2.0,5.83,16
63,Male,0.5,Instagram,7.0,4.36,23
59,Female,2.13,TikTok,7.0,10.0,0
56,Female,3.03,Telegram,9.0,7.12,5
43,Male,4.04,Facebook,1.0,6.32,18
40,Female,5.98,Instagram,9.0,6.32,23
39,Female,1.05,TikTok,8.0,6.34,1
21,Male,1.85,TikTok,3.0,6.5,15
26,Female,7.68,Telegram,1.0,8.14,20
21,Male,3.03,TikTok,9.0,5.43,2
24,Female,3.93,TikTok,1.0,4.62,20
40,Female,3.03,TikTok,2.0,3.72,18
19,Female,3.38,TikTok,10.0,5.65,24
41,Female,3.13,Twitter,6.0,6.96,29
57,Male,3.22,Telegram,1.0,7.29,6
48,Female,3.71,TikTok,4.0,5.57,28
64,Female,5.59,Twitter,6.0,3.63,5
64,Female,4.18,Instagram,8.0,4.93,6
57,Female,3.5,TikTok,9.0,8.41,25
65,Male,4.39,Facebook,9.0,7.03,11
60,Male,4.94,TikTok,3.0,4.01,11
51,Female,2.58,Twitter,8.0,4.44,10
41,Female,2.59,Telegram,5.0,7.05,21
43,Female,4.28,TikTok,2.0,3.0,4
33,Female,1.38,Telegram,5.0,5.85,28
64,Female,2.7,Facebook,8.0,6.18,21
30,Female,3.03,Instagram,2.0,5.15,21
32,Male,5.09,Instagram,9.0,6.23,19
44,Female,3.26,Twitter,10.0,5.1,10
21,Male,3.38,Facebook,6.0,3.0,13
33,Male,2.55,TikTok,3.0,5.46,19
47,Male,3.03,Telegram,3.0,5.04,19
61,Male,3.36,Facebook,6.0,6.02,0
47,Male,1.7,Instagram,6.0,5.86,21
53,Male,4.26,Twitter,7.0,6.92,0
20,Male,0.35,Twitter,10.0,6.72,5
39,Male,3.19,Twitter,5.0,6.3,11
39,Male,6.56,Instagram,10.0,4.42,28
29,Female,0.11,Telegram,8.0,7.34,31
38,Female,1.05,Telegram,1.0,6.5,9
21,Female,5.4,Facebook,7.0,6.34,13
48,Male,4.63,Telegram,9.0,3.84,25
61,Female,1.02,Instagram,9.0,7.85,16
48,Male,0.6,Facebook,6.0,5.64,3
40,Male,17.3,Telegram,5.0,6.76,3
37,Female,0.0,Instagram,3.0,7.58,22
32,Female,2.56,Telegram,1.0,5.84,3
40,Female,5.36,Twitter,3.0,6.35,4
45,Female,5.12,TikTok,6.0,6.5,20
33,Male,4.58,TikTok,7.0,4.34,2
54,Female,0.16,Telegram,7.0,6.5,30
38,Female,5.78,TikTok,2.0,5.23,26
32,Female,4.26,Facebook,5.0,7.95,12
34,Female,0.06,Twitter,10.0,8.46,31
54,Male,0.53,Twitter,10.0,6.5,15
30,Male,4.62,TikTok,6.0,5.69,20
36,Male,4.75,TikTok,7.0,6.13,23
47,Male,2.21,Instagram,2.0,4.93,9
62,Male,2.01,Facebook,1.0,4.46,27
35,Male,3.97,Twitter,10.0,4.35,6
31,Female,3.36,Instagram,4.0,9.2,27
53,Female,4.22,Twitter,4.0,5.33,7
53,Female,0.13,Instagram,2.0,5.74,31
37,Male,3.03,Instagram,5.0,6.5,27
36,Male,3.72,TikTok,5.0,5.49,14
62,Female,3.39,Twitter,9.0,6.95,29
61,Male,3.07,Facebook,2.0,10.0,14
24,Female,1.52,Instagram,10.0,6.04,23
61,Female,3.67,Instagram,6.0,5.9,0
21,Male,0.0,Instagram,2.0,5.43,14
51,Female,3.47,Telegram,6.0,5.44,2
19,Male,5.94,Instagram,10.0,6.5,8
27,Male,1.16,Facebook,6.0,8.04,31
49,Male,2.35,Instagram,8.0,5.67,29
59,Female,1.36,Instagram,5.0,6.96,30
58,Female,3.4,Twitter,3.0,5.08,29
30,Female,3.05,Instagram,8.0,6.51,11
56,Male,1.13,Instagram,8.0,4.79,6
22,Female,5.16,Facebook,7.0,5.97,29
27,Female,2.37,Twitter,4.0,7.3,11
27,Other,3.86,Instagram,2.0,7.55,1
55,Female,6.11,Instagram,8.0,5.93,17
44,Female,0.54,TikTok,2.0,7.64,3
38,Female,6.14,Instagram,5.0,8.15,13
25,Female,3.03,Telegram,8.0,4.77,6
18,Male,5.66,Telegram,5.0,8.23,6
45,Male,5.39,Twitter,3.0,8.72,25
56,Female,1.75,Twitter,8.0,8.88,26
31,Female,2.78,Instagram,8.0,5.33,25
38,Female,0.0,TikTok,9.0,6.22,5
47,Male,2.32,TikTok,7.0,8.2,5
38,Male,1.01,Twitter,10.0,8.61,21
26,Male,1.52,TikTok,2.0,6.8,30
34,Male,3.13,Telegram,5.0,6.5,4
22,Female,3.85,TikTok,7.0,6.45,31
48,Female,1.74,Twitter,8.0,7.07,0
57,Male,3.07,Facebook,10.0,6.25,11
60,Male,3.9,Facebook,10.0,5.34,16
36,Other,2.53,Telegram,5.0,5.35,5
53,Female,0.81,Twitter,10.0,7.37,21
50,Male,1.56,Facebook,5.0,6.25,23
30,Other,2.46,Telegram,9.0,6.5,18
31,Female,3.03,TikTok,9.0,4.08,15
50,Male,6.03,TikTok,5.0,5.67,15
46,Female,3.03,Telegram,3.0,4.55,25
60,Male,0.0,TikTok,4.0,4.99,6
53,Female,5.51,Facebook,10.0,8.41,21
61,Female,4.13,Twitter,8.0,7.76,8
27,Female,3.58,TikTok,3.0,6.38,14
48,Male,0.35,TikTok,7.0,4.57,1
23,Male,2.85,Facebook,2.0,5.43,14
18,Male,4.41,Instagram,5.0,8.4,29
24,Male,0.17,Instagram,1.0,5.07,12
44,Male,4.83,TikTok,3.0,8.0,12
38,Female,3.83,TikTok,7.0,7.25,18
45,Female,5.45,Twitter,10.0,6.5,25
33,Female,4.59,TikTok,3.0,6.68,11
63,Male,0.0,Instagram,9.0,6.5,10
40,Male,1.0,TikTok,6.0,6.7,0
55,Male,0.55,Facebook,1.0,4.45,7
42,Male,1.44,Telegram,5.0,7.34,27
45,Male,2.67,TikTok,8.0,7.32,17
22,Female,2.0,Instagram,9.0,3.0,3
38,Female,0.0,Telegram,9.0,7.15,22
35,Male,3.89,Twitter,2.0,8.51,2
64,Female,2.55,Instagram,9.0,7.49,21
23,Male,3.49,Twitter,1.0,5.1,23
46,Female,2.6,TikTok,2.0,6.5,10
36,Male,0.0,Instagram,2.0,8.03,7
50,Male,1.7,Instagram,9.0,5.81,23
18,Male,1.16,Telegram,9.0,8.1,17
62,Male,3.06,Telegram,3.0,6.83,27
20,Female,4.33,Facebook,4.0,3.64,26
59,Other,2.21,Telegram,2.0,6.49,10
38,Female,4.26,Telegram,6.0,8.49,24
52,Male,5.75,Twitter,3.0,5.64,8
58,Female,4.17,Telegram,7.0,7.74,28
57,Female,6.74,Telegram,8.0,4.68,22
20,Female,0.65,Twitter,7.0,5.05,31
42,Female,5.14,TikTok,2.0,5.43,12
62,Female,2.04,Twitter,2.0,6.59,22
55,Female,3.63,TikTok,10.0,5.59,23
62,Female,0.0,Facebook,2.0,7.52,19
37,Male,6.82,Facebook,5.0,6.5,10
61,Male,15.22,Twitter,8.0,6.08,1
62,Female,4.69,Facebook,4.0,5.54,9
38,Male,2.92,Twitter,3.0,5.78,25
65,Other,5.53,TikTok,1.0,6.47,3
40,Male,0.51,Twitter,7.0,6.64,21
23,Male,4.78,Instagram,8.0,7.26,26
30,Male,3.3,Facebook,10.0,7.07,14
40,Female,3.03,Facebook,3.0,5.83,7
26,Male,1.74,Facebook,8.0,7.88,4
34,Male,0.14,Twitter,10.0,4.63,14
19,Male,3.27,TikTok,1.0,5.14,2
36,Female,2.17,Facebook,9.0,5.71,18
36,Female,4.26,Twitter,3.0,7.43,17
24,Male,3.59,Twitter,10.0,6.5,16
59,Female,3.66,Twitter,2.0,7.05,17
59,Female,4.25,TikTok,8.0,6.8,31
37,Male,0.9,TikTok,4.0,3.6,18
26,Female,0.02,TikTok,10.0,6.5,25
34,Male,1.09,Facebook,2.0,6.5,19
44,Male,2.39,Facebook,9.0,6.5,16
64,Female,3.03,Telegram,2.0,8.1,22
19,Female,0.51,Telegram,5.0,6.35,23
53,Male,0.0,Telegram,6.0,4.55,11
36,Male,3.03,Twitter,3.0,7.49,11
34,Female,2.49,Instagram,8.0,7.05,13
22,Female,2.96,Telegram,2.0,5.73,18
56,Male,4.57,TikTok,10.0,4.25,23
35,Female,3.0,Facebook,7.0,6.35,28
24,Male,4.06,TikTok,5.0,6.22,22
34,Male,4.24,Telegram,7.0,8.05,1
56,Female,0.55,TikTok,8.0,7.54,6
53,Female,7.05,TikTok,1.0,6.5,28
57,Male,1.31,Instagram,7.0,4.19,17
62,Female,2.78,Twitter,5.0,6.5,11
21,Male,1.8,Facebook,1.0,8.18,5
55,Female,2.75,Facebook,10.0,7.48,19
42,Male,5.52,Instagram,6.0,5.88,17
22,Male,5.24,Facebook,1.0,6.66,28
47,Male,2.07,Telegram,5.0,7.37,5
29,Female,0.17,Twitter,6.0,7.43,15
21,Male,6.79,TikTok,4.0,6.07,22
41,Male,5.89,Facebook,1.0,5.77,22
46,Male,0.0,Instagram,9.0,7.95,0
26,Male,3.37,Facebook,6.0,7.0,3
21,Male,0.17,TikTok,3.0,6.5,27
41,Female,2.61,Telegram,10.0,7.66,19
31,Male,3.03,Facebook,4.0,7.28,5
22,Female,4.09,Twitter,6.0,6.58,21
35,Female,3.03,Twitter,2.0,9.03,12
59,Female,3.03,Instagram,6.0,9.21,18
36,Female,1.0,Twitter,7.0,7.28,22
29,Female,1.94,TikTok,8.0,4.66,18
34,Male,1.89,Facebook,4.0,5.33,6
47,Female,3.03,Instagram,1.0,7.13,19
41,Female,3.77,TikTok,5.0,4.62,18
28,Male,4.06,TikTok,8.0,7.76,26
52,Male,3.6,Twitter,7.0,6.31,27
40,Female,0.21,Instagram,2.0,7.15,25
34,Female,3.93,Twitter,5.0,6.5,16
18,Male,5.87,Telegram,1.0,6.23,4
32,Female,1.74,TikTok,7.0,7.09,11
49,Male,3.03,Facebook,4.0,7.1,4
26,Male,4.98,TikTok,5.0,3.26,28
45,Female,1.56,Facebook,4.0,7.86,5
41,Female,1.26,Instagram,2.0,8.12,20
52,Male,3.02,TikTok,3.0,6.96,20
39,Female,3.63,TikTok,10.0,4.07,10
44,Male,4.57,Facebook,9.0,6.94,24
36,Female,0.0,Twitter,8.0,6.35,21
62,Male,2.53,Twitter,9.0,6.5,28
29,Male,3.09,Telegram,1.0,9.35,6
37,Female,0.0,Twitter,3.0,5.72,20
18,Male,3.41,Instagram,8.0,8.89,30
38,Female,1.54,Facebook,7.0,4.41,17
62,Male,5.01,Twitter,2.0,4.37,1
18,Male,2.33,TikTok,1.0,8.34,27
27,Male,2.8,Telegram,4.0,6.5,6
49,Male,3.03,TikTok,1.0,4.33,9
56,Female,4.88,Telegram,6.0,5.73,19
39,Female,3.03,TikTok,10.0,5.85,22
35,Male,2.5,Instagram,4.0,7.0,12
65,Male,4.78,Twitter,10.0,8.24,16
63,Male,3.03,Twitter,10.0,6.5,11
49,Female,1.5,Telegram,9.0,7.99,13
44,Male,1.37,Instagram,7.0,7.49,31
45,Male,3.03,TikTok,1.0,6.5,27
35,Male,2.84,Twitter,4.0,5.59,17
56,Female,3.03,Instagram,9.0,5.08,8
46,Female,5.35,Facebook,6.0,7.39,24
35,Female,5.18,Telegram,1.0,8.52,1
61,Female,2.76,TikTok,3.0,5.91,20
25,Male,4.28,Facebook,1.0,8.46,24
48,Male,4.98,Telegram,7.0,6.14,24
51,Female,7.61,Facebook,2.0,3.0,5
24,Female,4.56,Facebook,9.0,6.55,17
53,Male,3.03,Instagram,8.0,6.39,15
35,Male,0.0,Twitter,3.0,7.72,13
55,Female,5.21,TikTok,9.0,5.91,16
26,Male,3.24,Twitter,7.0,6.5,2
26,Female,1.59,Instagram,1.0,5.98,4
63,Female,1.43,Twitter,4.0,8.77,15
25,Female,3.76,Telegram,10.0,5.07,26
52,Male,3.03,Instagram,5.0,8.18,9
35,Male,0.91,Telegram,10.0,6.58,21
22,Male,4.56,Instagram,6.0,5.16,11
31,Female,5.13,Telegram,8.0,7.88,1
45,Other,5.95,Telegram,5.0,9.16,3
47,Female,0.8,TikTok,4.0,6.72,16
21,Female,1.55,Facebook,8.0,6.36,0
56,Male,3.36,Instagram,5.0,7.9,2
42,Male,3.87,TikTok,9.0,5.64,28
45,Female,3.42,Facebook,7.0,5.69,18
29,Female,1.83,Telegram,2.0,6.5,30
60,Female,3.03,Instagram,5.0,5.66,30
31,Male,2.26,TikTok,9.0,5.44,22
39,Female,1.59,Telegram,1.0,5.94,28
48,Male,1.81,Instagram,9.0,6.5,28
40,Female,3.26,Instagram,4.0,6.22,14
65,Female,3.03,Facebook,3.0,7.28,4
37,Male,1.83,Telegram,8.0,6.91,6
55,Male,3.65,Instagram,8.0,5.25,29
21,Male,4.06,Facebook,7.0,6.97,13
32,Male,1.96,Instagram,10.0,7.49,27
41,Female,1.86,Instagram,8.0,4.3,9
42,Male,3.17,Instagram,10.0,4.06,12
18,Male,1.03,Telegram,7.0,6.5,18
24,Male,8.25,Telegram,8.0,7.77,19
48,Female,3.6,Telegram,2.0,6.58,17
29,Female,0.77,Telegram,2.0,5.69,4
59,Male,3.89,Telegram,8.0,6.99,3
22,Female,2.07,Twitter,3.0,4.96,22
61,Female,4.9,TikTok,6.0,6.5,22
59,Male,3.61,Twitter,4.0,6.1,8
55,Female,3.86,Instagram,3.0,6.09,6
29,Male,0.0,TikTok,9.0,7.29,13
56,Male,3.56,TikTok,5.0,7.92,6
35,Female,6.14,Instagram,8.0,8.67,17
27,Female,7.21,TikTok,7.0,5.83,4
32,Male,5.8,TikTok,2.0,6.5,15
47,Male,2.92,Instagram,6.0,8.25,27
61,Female,4.88,Facebook,3.0,5.67,1
34,Female,2.93,Instagram,2.0,6.52,25
21,Female,4.19,Telegram,7.0,6.22,4
24,Male,4.91,Facebook,6.0,6.78,20
58,Female,3.17,Twitter,8.0,6.99,30
48,Female,4.88,Telegram,7.0,7.51,7
56,Female,1.9,Telegram,9.0,6.83,23
51,Female,4.37,Twitter,7.0,6.62,7
23,Female,3.03,Facebook,9.0,8.33,24
55,Male,2.02,TikTok,9.0,4.44,5
62,Male,4.93,Twitter,2.0,5.06,26
51,Male,0.16,Instagram,7.0,3.96,5
61,Other,16.41,TikTok,4.0,6.5,9
32,Male,3.02,Telegram,2.0,5.43,15
31,Female,5.94,Instagram,2.0,4.85,23
23,Male,2.76,Facebook,8.0,8.11,3
54,Female,2.77,Instagram,2.0,7.48,23
49,Male,5.21,Facebook,7.0,8.71,25
20,Female,3.24,Telegram,5.0,6.24,19
20,Male,1.43,Telegram,10.0,5.68,28
39,Female,7.82,Facebook,3.0,5.28,6
39,Female,3.03,TikTok,9.0,8.44,24
27,Female,2.36,Facebook,3.0,6.23,0
20,Male,2.74,TikTok,7.0,6.5,10
29,Male,0.74,Instagram,4.0,6.5,14
46,Female,3.52,TikTok,5.0,6.5,30
65,Male,4.87,Facebook,9.0,7.6,4
34,Male,0.0,Twitter,8.0,5.07,22
24,Female,3.42,TikTok,10.0,7.89,11
30,Male,0.12,TikTok,3.0,4.91,17
19,Male,2.36,Facebook,1.0,7.77,20
27,Male,3.38,Telegram,7.0,7.01,2
56,Male,7.77,Instagram,7.0,5.76,26
41,Female,3.58,Facebook,3.0,8.18,9
34,Male,1.87,Instagram,4.0,7.75,9
23,Female,1.11,Twitter,2.0,5.39,12
36,Male,1.88,Telegram,5.0,7.6,25
22,Female,3.03,TikTok,9.0,6.46,27
49,Male,0.0,Telegram,3.0,6.77,3
27,Male,0.58,TikTok,4.0,5.73,24
26,Male,3.59,TikTok,6.0,6.5,14
44,Male,2.63,TikTok,6.0,8.1,12
30,Female,3.94,Twitter,10.0,7.32,23
36,Male,1.39,Instagram,3.0,6.98,21
38,Female,1.81,Telegram,9.0,7.49,25
41,Female,5.15,Facebook,1.0,6.99,28
55,Female,4.31,TikTok,4.0,5.8,20
21,Male,0.0,Twitter,3.0,7.99,21
41,Male,0.0,Facebook,8.0,6.5,31
52,Female,0.93,TikTok,3.0,4.66,6
20,Female,1.82,Twitter,1.0,5.25,6
21,Female,4.88,Telegram,3.0,9.21,19
54,Male,0.51,Instagram,8.0,5.65,22
57,Female,4.47,Instagram,1.0,6.41,7
65,Female,3.03,TikTok,7.0,6.5,18
52,Male,2.72,TikTok,6.0,5.87,21
48,Female,2.12,Telegram,9.0,6.38,29
61,Male,3.67,Facebook,3.0,7.7,16
57,Female,1.56,Telegram,4.0,7.73,23
30,Male,5.21,Facebook,10.0,7.21,31
21,Female,3.03,Telegram,9.0,6.5,25
63,Male,2.43,Instagram,2.0,4.68,8
31,Male,3.03,TikTok,10.0,9.62,6
30,Male,5.8,Facebook,8.0,8.69,31
44,Other,2.45,TikTok,10.0,5.13,26
34,Male,3.84,Telegram,10.0,5.7,13
53,Female,4.54,Facebook,9.0,7.13,12
57,Male,5.69,Telegram,2.0,7.37,9
52,Male,4.05,Twitter,6.0,6.57,19
34,Male,3.03,Telegram,1.0,7.1,23
58,Male,3.47,Telegram,10.0,7.86,13
19,Male,0.52,Telegram,10.0,6.93,27
30,Male,2.39,Twitter,8.0,6.5,16
19,Male,3.03,Facebook,8.0,5.3,8
60,Male,1.7,TikTok,5.0,6.5,31
43,Female,5.28,Twitter,2.0,6.5,13
39,Female,2.04,TikTok,9.0,6.94,4
64,Male,1.66,TikTok,1.0,8.03,3
60,Other,1.52,Twitter,5.0,5.48,23
52,Male,3.03,Twitter,8.0,6.2,17
29,Male,1.52,Facebook,1.0,6.5,23
41,Female,3.03,Telegram,6.0,5.72,6
22,Female,2.42,TikTok,9.0,9.29,28
37,Male,2.62,Instagram,7.0,8.18,20
56,Female,5.07,Telegram,7.0,8.78,7
30,Male,3.34,Facebook,6.0,7.98,11
62,Female,0.38,Instagram,5.0,5.27,26
29,Female,1.96,TikTok,1.0,7.77,29
27,Male,2.7,Facebook,4.0,6.56,17
50,Female,3.03,Instagram,5.0,6.18,2
57,Male,3.03,Telegram,7.0,4.53,7
33,Female,6.9,Twitter,8.0,6.49,12
62,Female,2.36,Twitter,7.0,6.5,25
52,Female,1.31,Facebook,8.0,5.5,14
20,Male,4.56,Facebook,4.0,6.92,16
43,Male,3.03,TikTok,5.0,6.41,7
28,Female,1.21,Facebook,6.0,9.39,19
24,Other,2.15,TikTok,7.0,5.01,1
27,Male,3.03,Twitter,8.0,6.68,7
59,Female,2.07,TikTok,2.0,5.61,18
51,Female,4.48,Facebook,2.0,7.8,11
20,Male,3.48,Instagram,5.0,7.32,5
25,Male,1.05,Instagram,5.0,7.76,1
48,Male,1.23,Twitter,5.0,8.07,10
28,Male,1.7,TikTok,10.0,3.98,20
62,Female,5.59,TikTok,9.0,7.38,14
24,Female,4.46,Twitter,9.0,5.09,22
62,Male,0.0,TikTok,8.0,6.92,9
19,Male,3.6,Facebook,6.0,8.14,12
23,Male,8.03,Telegram,4.0,6.5,20
58,Female,3.63,TikTok,2.0,8.32,4
49,Female,3.03,Instagram,9.0,9.07,1
37,Female,1.73,Facebook,5.0,7.14,22
51,Female,1.01,Facebook,9.0,9.18,11
33,Male,3.53,Telegram,2.0,6.58,17
42,Male,3.03,Instagram,1.0,5.78,19
29,Other,1.65,Twitter,5.0,9.18,14
24,Male,2.94,Twitter,10.0,5.52,15
56,Female,3.03,Instagram,9.0,7.05,2
34,Male,0.0,Telegram,10.0,6.08,12
28,Female,4.25,TikTok,3.0,8.64,19
23,Female,2.61,Instagram,8.0,6.5,28
40,Female,3.03,Twitter,6.0,9.28,23
44,Male,4.09,TikTok,4.0,9.5,4
63,Female,1.38,Facebook,5.0,6.33,25
23,Male,3.05,Telegram,9.0,5.58,12
55,Female,1.38,Instagram,3.0,3.99,10
19,Male,2.84,Twitter,5.0,8.99,31
39,Female,3.35,Twitter,8.0,4.48,23
42,Male,3.42,Twitter,1.0,3.93,14
32,Male,0.64,Twitter,4.0,6.19,11
46,Other,0.0,Facebook,7.0,7.12,16
25,Male,4.04,Instagram,3.0,4.06,11
54,Male,0.0,Facebook,6.0,8.61,16
50,Male,3.33,Telegram,7.0,3.52,16
39,Male,3.03,Instagram,4.0,9.39,6
64,Male,2.93,Twitter,2.0,5.44,25
22,Female,2.67,TikTok,10.0,6.36,9
56,Male,3.58,Twitter,5.0,6.55,31
35,Female,2.98,Twitter,9.0,6.5,9
55,Male,4.32,Instagram,10.0,6.5,6
54,Male,3.03,Twitter,8.0,8.49,27
47,Female,5.19,TikTok,3.0,5.2,14
48,Male,1.97,Instagram,8.0,4.41,0
27,Male,0.8,TikTok,7.0,6.19,5
32,Male,3.49,Twitter,3.0,5.41,25
59,Male,2.78,Telegram,9.0,4.36,25
65,Female,3.71,Instagram,9.0,6.5,9
61,Female,2.84,Telegram,9.0,7.65,8
35,Female,3.03,TikTok,2.0,6.42,24
40,Male,3.91,Telegram,2.0,5.82,0
50,Male,0.54,Telegram,6.0,7.57,17
33,Male,2.16,Facebook,5.0,5.49,18
55,Female,3.29,Facebook,7.0,8.13,7
52,Male,2.16,Telegram,6.0,8.12,3
51,Male,3.03,Telegram,4.0,8.01,29
45,Female,5.53,Facebook,1.0,7.4,27
19,Male,4.48,Instagram,4.0,3.43,6
47,Other,1.5,Twitter,8.0,7.76,19
30,Male,4.77,Telegram,5.0,6.54,16
58,Female,4.57,Instagram,1.0,5.62,20
33,Male,4.16,Twitter,1.0,5.51,18
45,Male,3.3,Telegram,5.0,4.39,13
56,Male,3.03,TikTok,2.0,4.62,17
62,Male,2.59,Twitter,9.0,7.77,1
37,Other,5.25,Facebook,1.0,7.89,3
44,Male,2.68,Twitter,8.0,6.5,25
47,Female,0.17,Instagram,7.0,8.71,6
62,Female,3.27,Facebook,5.0,7.22,8
44,Male,5.8,TikTok,8.0,9.94,1
43,Male,7.15,TikTok,2.0,7.48,26
24,Other,4.83,Twitter,9.0,8.77,11
59,Male,2.15,TikTok,9.0,5.0,29
64,Male,3.94,TikTok,2.0,6.79,21
55,Male,2.06,Instagram,9.0,6.5,21
22,Male,3.32,Telegram,9.0,8.22,23
40,Female,4.04,Instagram,3.0,6.32,1
45,Male,0.24,Facebook,4.0,4.07,10
51,Male,4.53,Twitter,2.0,4.44,16
32,Male,3.85,Twitter,8.0,3.08,1
49,Male,1.51,TikTok,3.0,4.96,26
43,Male,0.0,Telegram,3.0,4.05,1
65,Female,3.03,Telegram,8.0,5.71,8
48,Male,3.03,TikTok,6.0,6.25,22
36,Female,2.34,Instagram,9.0,3.96,14
26,Male,3.03,Facebook,8.0,6.34,26
46,Male,4.12,TikTok,7.0,8.88,30
56,Male,1.72,Telegram,3.0,6.18,18
21,Female,4.37,Telegram,10.0,5.82,29
20,Female,2.45,TikTok,10.0,5.24,15
46,Male,3.46,Facebook,1.0,8.38,26
28,Male,3.67,Telegram,7.0,6.35,16
50,Female,6.12,Telegram,2.0,7.95,9
55,Male,3.55,TikTok,8.0,7.58,11
28,Female,1.19,Instagram,9.0,8.78,29
44,Male,1.94,TikTok,2.0,6.5,25
50,Female,1.93,TikTok,4.0,6.13,19
38,Female,4.03,Instagram,4.0,4.99,26
56,Male,2.88,Twitter,2.0,7.73,0
48,Female,2.98,Instagram,6.0,6.59,23
55,Male,5.38,Instagram,8.0,6.5,28
63,Male,3.03,Facebook,10.0,6.5,31
19,Male,2.43,Twitter,9.0,6.4,20
44,Female,3.03,Instagram,3.0,7.1,20
53,Male,7.51,TikTok,1.0,7.3,8
28,Female,1.31,Facebook,8.0,8.38,27
64,Female,1.93,Facebook,7.0,7.41,5
35,Male,0.84,Twitter,1.0,6.16,26
18,Female,5.82,Facebook,1.0,5.68,14
52,Male,1.29,Instagram,2.0,4.73,1
52,Female,2.0,Facebook,2.0,5.12,9
48,Male,7.79,Facebook,6.0,9.59,4
45,Female,4.91,Facebook,9.0,8.7,5
56,Female,3.03,TikTok,7.0,7.08,30
18,Female,2.94,Twitter,8.0,6.49,23
42,Male,0.0,Instagram,8.0,10.0,25
60,Male,2.87,Facebook,10.0,5.13,3
55,Male,3.46,Telegram,10.0,7.03,0
37,Male,0.85,Instagram,1.0,6.95,26
20,Male,3.03,TikTok,5.0,6.71,4
19,Female,7.1,Twitter,5.0,6.5,23
35,Female,3.03,TikTok,4.0,7.99,10
61,Male,6.16,TikTok,5.0,6.06,30
27,Male,2.41,Twitter,1.0,5.81,6
22,Female,2.22,Instagram,10.0,6.5,22
26,Female,4.17,TikTok,10.0,6.84,21
19,Male,1.93,Facebook,1.0,7.83,26
51,Male,4.42,TikTok,6.0,6.93,9
55,Female,4.95,Instagram,5.0,5.39,22
48,Female,3.03,Telegram,10.0,3.79,2
29,Female,5.11,Twitter,4.0,7.54,22
53,Female,2.04,Twitter,1.0,6.31,18
38,Male,6.04,TikTok,4.0,6.37,27
64,Female,3.74,Telegram,2.0,5.57,0
23,Male,3.3,Twitter,6.0,5.53,3
65,Female,4.92,Telegram,10.0,6.94,24
20,Female,3.03,Instagram,10.0,8.78,25
27,Male,2.27,Facebook,6.0,6.5,0
22,Female,3.22,Telegram,4.0,5.04,0
63,Female,1.82,Twitter,1.0,7.72,26
38,Male,4.89,Twitter,4.0,5.43,27
62,Male,6.1,Twitter,10.0,7.61,4
43,Other,0.0,Instagram,10.0,6.5,25
55,Female,5.31,Twitter,8.0,4.68,21
61,Female,4.53,Twitter,9.0,5.3,0
43,Male,0.66,Instagram,6.0,5.8,21
25,Male,0.0,Facebook,5.0,5.47,0
22,Male,3.04,Instagram,7.0,5.8,24
32,Female,2.86,Telegram,5.0,5.23,11
33,Female,3.03,TikTok,3.0,5.44,16
18,Female,6.07,Facebook,9.0,3.2,16
33,Male,0.0,Instagram,8.0,9.41,30
54,Male,0.77,Telegram,1.0,6.04,0
20,Female,0.27,TikTok,3.0,6.8,4
64,Female,5.34,Twitter,4.0,7.92,26
48,Female,4.41,Facebook,7.0,5.79,31
30,Male,3.33,Facebook,6.0,8.4,7
33,Male,1.98,Twitter,3.0,8.12,21
60,Male,2.6,TikTok,7.0,9.88,8
38,Female,2.24,Twitter,1.0,6.53,8
19,Male,4.25,TikTok,7.0,5.87,25
44,Female,6.84,Facebook,6.0,5.79,23
55,Female,0.81,TikTok,8.0,6.5,24
43,Male,2.15,Instagram,2.0,3.64,25
55,Male,2.54,Facebook,2.0,3.89,7
63,Female,0.0,TikTok,5.0,6.17,16
42,Male,4.76,Telegram,2.0,6.98,14
